cycle_id,cycle_year,as_of_date,symbol,name,data_rows,wyckoff_phase,wyckoff_direction,wyckoff_confidence,wyckoff_signal_type,lppl_score,lppl_level,n_danger_layers,regime,regime_weight,phase_weight,fusion_score,fusion_score_regime,future_return_pct,future_max_gain_pct,future_max_dd_pct
9,2022,2022-04-16,600026.SH,中远海能,5656,unknown,空仓观望,D,no_signal,0.1407,none,0,weak_bull,1.0,0.3,0.0422,0.0422,128.86,176.11,7.79
10,2024,2024-07-06,600026.SH,中远海能,5656,markdown,空仓观望,C,markdown,0.068,none,0,weak_bull,1.0,1.0,0.068,0.068,-25.64,11.6,27.76
10,2024,2024-07-06,600032.SH,浙江新能,1199,markdown,空仓观望,C,markdown,0.1258,none,0,weak_bull,1.0,1.0,0.1258,0.1258,3.64,28.01,8.68
7,2020,2020-05-11,600025.SH,华能水电,2032,distribution,空仓观望,C,distribution,0.1175,none,0,weak_bull,1.0,0.0,0.0,0.0,13.02,20.78,3.6
8,2021,2021-04-17,600025.SH,华能水电,2032,markup,持有观察,C,markup,0.1196,none,0,weak_bull,1.0,0.0,0.0,0.0,12.48,48.9,15.85
9,2022,2022-04-16,600025.SH,华能水电,2032,distribution,空仓观望,C,distribution,0.2472,watch,1,weak_bull,1.0,0.0,0.0,0.0,13.83,25.24,4.5
10,2024,2024-07-06,600025.SH,华能水电,2032,markup,持有观察,C,markup,0.0709,none,0,weak_bull,1.0,0.0,0.0,0.0,-15.99,10.42,18.64
1,2012,2012-04-05,600021.SH,上海电力,5305,markup,持有观察,C,markup,0.2597,watch,1,weak_bull,1.0,0.0,0.0,0.0,-8.45,17.53,9.07
2,2013,2013-07-12,600021.SH,上海电力,5305,unknown,空仓观望,D,no_signal,0.2056,watch,0,weak_bull,1.0,0.3,0.0617,0.0617,9.5,47.27,7.36
3,2015,2015-11-24,600021.SH,上海电力,5305,unknown,空仓观望,D,no_signal,0.32,watch,1,weak_bull,1.0,0.3,0.096,0.096,-35.33,1.11,42.36
4,2016,2016-06-25,600021.SH,上海电力,5305,markdown,空仓观望,B,markdown,0.2243,watch,1,weak_bull,1.0,1.0,0.2243,0.2243,26.81,40.71,0.79
5,2017,2017-06-19,600021.SH,上海电力,5305,accumulation,观察等待,C,spring,0.2344,watch,0,weak_bull,1.0,0.5,0.1172,0.1172,-23.67,2.18,24.88
6,2018,2018-07-05,600021.SH,上海电力,5305,markdown,空仓观望,C,markdown,0.1398,none,0,weak_bull,1.0,1.0,0.1398,0.1398,15.55,15.98,12.27
7,2020,2020-05-11,600021.SH,上海电力,5305,unknown,空仓观望,D,no_signal,0.3638,watch,1,weak_bull,1.0,0.3,0.1091,0.1091,-2.7,12.69,5.26
8,2021,2021-04-17,600021.SH,上海电力,5305,unknown,空仓观望,D,no_signal,0.0583,none,0,weak_bull,1.0,0.3,0.0175,0.0175,35.74,85.54,9.41
9,2022,2022-04-16,600021.SH,上海电力,5305,markdown,空仓观望,C,markdown,0.1731,none,0,weak_bull,1.0,1.0,0.1731,0.1731,15.58,48.0,10.08
10,2024,2024-07-06,600021.SH,上海电力,5305,unknown,空仓观望,D,no_signal,0.0843,none,0,weak_bull,1.0,0.3,0.0253,0.0253,-6.9,9.04,19.7
1,2012,2012-04-05,600027.SH,华电国际,5090,markdown,空仓观望,C,markdown,0.0989,none,0,weak_bull,1.0,1.0,0.0989,0.0989,15.08,52.79,2.95
2,2013,2013-07-12,600027.SH,华电国际,5090,markdown,空仓观望,C,markdown,0.076,none,0,weak_bull,1.0,1.0,0.076,0.076,-8.31,12.78,8.95
3,2015,2015-11-24,600027.SH,华电国际,5090,unknown,空仓观望,D,no_signal,0.1462,none,0,weak_bull,1.0,0.3,0.0439,0.0439,-28.55,0.97,32.73
4,2016,2016-06-25,600027.SH,华电国际,5090,distribution,空仓观望,C,distribution,0.2658,watch,1,weak_bull,1.0,0.0,0.0,0.0,1.01,11.07,1.21
5,2017,2017-06-19,600027.SH,华电国际,5090,accumulation,观察等待,C,spring,0.0426,none,0,weak_bull,1.0,0.5,0.0213,0.0213,-18.97,2.68,20.21
6,2018,2018-07-05,600027.SH,华电国际,5090,unknown,空仓观望,D,no_signal,0.2286,watch,0,weak_bull,1.0,0.3,0.0686,0.0686,16.71,19.9,14.5
7,2020,2020-05-11,600027.SH,华电国际,5090,markup,持有观察,C,markup,0.1648,none,0,weak_bull,1.0,0.0,0.0,0.0,-7.07,23.64,9.24
8,2021,2021-04-17,600027.SH,华电国际,5090,markup,持有观察,C,markup,0.1017,none,0,weak_bull,1.0,0.0,0.0,0.0,15.3,56.66,11.9
9,2022,2022-04-16,600027.SH,华电国际,5090,markdown,空仓观望,C,markdown,0.2455,watch,0,weak_bull,1.0,1.0,0.2455,0.2455,95.09,106.65,5.2
10,2024,2024-07-06,600027.SH,华电国际,5090,unknown,空仓观望,D,no_signal,0.1357,none,0,weak_bull,1.0,0.3,0.0407,0.0407,-26.49,0.87,29.26
1,2012,2012-04-05,600030.SH,中信证券,5564,markup,持有观察,D,markup,0.2487,watch,0,weak_bull,1.0,0.0,0.0,0.0,-10.28,14.11,18.52
2,2013,2013-07-12,600030.SH,中信证券,5564,unknown,空仓观望,D,no_signal,0.1891,none,1,weak_bull,1.0,0.3,0.0567,0.0567,14.61,31.4,5.03
3,2015,2015-11-24,600030.SH,中信证券,5564,markup,持有观察,C,markup,0.0876,none,0,weak_bull,1.0,0.0,0.0,0.0,-22.67,8.03,33.71
4,2016,2016-06-25,600030.SH,中信证券,5564,unknown,空仓观望,D,no_signal,0.4434,warning,1,weak_bull,1.0,0.3,0.133,0.133,2.29,19.31,0.51
5,2017,2017-06-19,600030.SH,中信证券,5564,markup,持有观察,C,markup,0.2074,watch,0,weak_bull,1.0,0.0,0.0,0.0,12.27,19.39,0.78
6,2018,2018-07-05,600030.SH,中信证券,5564,markdown,空仓观望,B,markdown,0.0908,none,0,weak_bull,1.0,1.0,0.0908,0.0908,9.86,14.17,8.11
7,2020,2020-05-11,600030.SH,中信证券,5564,unknown,空仓观望,D,no_signal,0.2285,watch,0,weak_bull,1.0,0.3,0.0686,0.0686,23.84,45.74,6.32
8,2021,2021-04-17,600030.SH,中信证券,5564,markdown,空仓观望,B,markdown,0.2109,watch,0,weak_bull,1.0,1.0,0.2109,0.2109,5.53,19.26,6.76
9,2022,2022-04-16,600030.SH,中信证券,5564,markdown,空仓观望,C,markdown,0.1888,none,0,weak_bull,1.0,1.0,0.1888,0.1888,-13.46,8.96,17.39
10,2024,2024-07-06,600030.SH,中信证券,5564,accumulation,观察等待,C,spring,0.5113,warning,1,weak_bull,1.0,0.5,0.2556,0.2556,63.78,104.88,2.58
3,2015,2015-11-24,600023.SH,浙能电力,3007,markup,持有观察,C,markup,0.1749,none,0,weak_bull,1.0,0.0,0.0,0.0,-38.87,2.12,41.11
4,2016,2016-06-25,600023.SH,浙能电力,3007,accumulation,观察等待,C,spring,0.2947,watch,1,weak_bull,1.0,0.5,0.1474,0.1474,6.35,15.87,0.79
5,2017,2017-06-19,600023.SH,浙能电力,3007,accumulation,观察等待,C,spring,0.2365,watch,0,weak_bull,1.0,0.5,0.1182,0.1182,0.55,3.31,3.31
6,2018,2018-07-05,600023.SH,浙能电力,3007,markdown,空仓观望,C,markdown,0.0774,none,0,weak_bull,1.0,1.0,0.0774,0.0774,-0.21,11.18,6.33
7,2020,2020-05-11,600023.SH,浙能电力,3007,accumulation,观察等待,C,spring,0.1822,none,0,weak_bull,1.0,0.5,0.0911,0.0911,5.75,14.08,1.15
8,2021,2021-04-17,600023.SH,浙能电力,3007,unknown,空仓观望,D,no_signal,0.0728,none,0,weak_bull,1.0,0.3,0.0218,0.0218,-3.23,16.94,14.52
9,2022,2022-04-16,600023.SH,浙能电力,3007,unknown,空仓观望,D,no_signal,0.115,none,0,weak_bull,1.0,0.3,0.0345,0.0345,-1.46,14.87,9.91
10,2024,2024-07-06,600023.SH,浙能电力,3007,markup,持有观察,C,markup,0.1984,none,0,weak_bull,1.0,0.0,0.0,0.0,-25.82,2.88,29.88
1,2012,2012-04-05,600028.SH,中国石化,5948,accumulation,观察等待,C,spring,0.0868,none,0,weak_bull,1.0,0.5,0.0434,0.0434,-19.03,2.22,20.14
2,2013,2013-07-12,600028.SH,中国石化,5948,markdown,空仓观望,D,markdown,0.0962,none,0,weak_bull,1.0,1.0,0.0962,0.0962,-4.36,11.11,7.84
3,2015,2015-11-24,600028.SH,中国石化,5948,unknown,空仓观望,D,no_signal,0.2013,watch,0,weak_bull,1.0,0.3,0.0604,0.0604,-8.2,2.15,18.95
4,2016,2016-06-25,600028.SH,中国石化,5948,accumulation,观察等待,C,spring,0.3525,watch,1,weak_bull,1.0,0.5,0.1762,0.1762,18.7,24.57,0.43
5,2017,2017-06-19,600028.SH,中国石化,5948,unknown,空仓观望,D,no_signal,0.1708,none,0,weak_bull,1.0,0.3,0.0512,0.0512,1.34,7.56,3.03
6,2018,2018-07-05,600028.SH,中国石化,5948,markdown,空仓观望,B,markdown,0.0897,none,0,weak_bull,1.0,1.0,0.0897,0.0897,-19.97,13.15,20.92
7,2020,2020-05-11,600028.SH,中国石化,5948,accumulation,观察等待,C,spring,0.2053,watch,0,weak_bull,1.0,0.5,0.1026,0.1026,-10.2,0.23,12.7
8,2021,2021-04-17,600028.SH,中国石化,5948,unknown,空仓观望,D,no_signal,0.1449,none,0,weak_bull,1.0,0.3,0.0435,0.0435,1.35,11.24,11.91
9,2022,2022-04-16,600028.SH,中国石化,5948,markup,持有观察,C,markup,0.0511,none,0,weak_bull,1.0,0.0,0.0,0.0,-0.46,4.83,7.59
10,2024,2024-07-06,600028.SH,中国石化,5948,distribution,空仓观望,C,distribution,0.1959,none,0,weak_bull,1.0,0.0,0.0,0.0,3.89,18.82,4.2
1,2012,2012-04-05,600031.SH,三一重工,5497,markdown,空仓观望,C,markdown,0.2305,watch,0,weak_bull,1.0,1.0,0.2305,0.2305,-31.48,17.26,33.54
2,2013,2013-07-12,600031.SH,三一重工,5497,markdown,空仓观望,D,markdown,0.1617,none,0,weak_bull,1.0,1.0,0.1617,0.1617,-17.45,20.88,17.99
3,2015,2015-11-24,600031.SH,三一重工,5497,unknown,空仓观望,D,no_signal,0.1837,none,0,weak_bull,1.0,0.3,0.0551,0.0551,-28.88,1.72,34.63
4,2016,2016-06-25,600031.SH,三一重工,5497,markdown,空仓观望,B,markdown,0.3625,watch,1,weak_bull,1.0,1.0,0.3625,0.3625,26.94,42.86,0.61
5,2017,2017-06-19,600031.SH,三一重工,5497,markup,持有观察,C,markup,0.1501,none,0,weak_bull,1.0,0.0,0.0,0.0,17.54,23.16,2.68
6,2018,2018-07-05,600031.SH,三一重工,5497,distribution,空仓观望,C,distribution,0.2583,watch,0,weak_bull,1.0,0.0,0.0,0.0,2.21,19.0,8.58
7,2020,2020-05-11,600031.SH,三一重工,5497,markup,持有观察,C,markup,0.0738,none,0,weak_bull,1.0,0.0,0.0,0.0,30.31,38.11,11.45
8,2021,2021-04-17,600031.SH,三一重工,5497,markdown,空仓观望,C,markdown,0.1462,none,0,weak_bull,1.0,1.0,0.1462,0.1462,-22.05,4.74,24.59
9,2022,2022-04-16,600031.SH,三一重工,5497,unknown,空仓观望,D,no_signal,0.2424,watch,0,weak_bull,1.0,0.3,0.0727,0.0727,-20.46,10.58,27.18
10,2024,2024-07-06,600031.SH,三一重工,5497,accumulation,空仓观望,C,accumulation,0.1719,none,0,weak_bull,1.0,0.5,0.086,0.086,4.17,31.23,6.13
1,2012,2012-04-05,600022.SH,山东钢铁,4968,markdown,空仓观望,C,markdown,0.1016,none,0,weak_bull,1.0,1.0,0.1016,0.1016,-35.57,4.03,37.25
2,2013,2013-07-12,600022.SH,山东钢铁,4968,markdown,空仓观望,C,markdown,0.1175,none,0,weak_bull,1.0,1.0,0.1175,0.1175,-1.84,25.77,4.91
3,2015,2015-11-24,600022.SH,山东钢铁,4968,markdown,空仓观望,C,markdown,0.2361,watch,0,weak_bull,1.0,1.0,0.2361,0.2361,-24.14,5.96,27.59
4,2016,2016-06-25,600022.SH,山东钢铁,4968,markdown,空仓观望,B,markdown,0.2565,watch,0,weak_bull,1.0,1.0,0.2565,0.2565,9.48,17.24,0.0
5,2017,2017-06-19,600022.SH,山东钢铁,4968,markdown,空仓观望,B,markdown,0.0309,none,0,weak_bull,1.0,1.0,0.0309,0.0309,8.7,32.37,2.9
6,2018,2018-07-05,600022.SH,山东钢铁,4968,accumulation,观察等待,C,spring,0.2191,watch,0,weak_bull,1.0,0.5,0.1096,0.1096,-15.35,-5.45,23.76
7,2020,2020-05-11,600022.SH,山东钢铁,4968,accumulation,观察等待,C,spring,0.1988,none,0,weak_bull,1.0,0.5,0.0994,0.0994,8.59,27.34,5.47
8,2021,2021-04-17,600022.SH,山东钢铁,4968,markup,持有观察,C,markup,0.0985,none,0,weak_bull,1.0,0.0,0.0,0.0,12.15,43.65,10.5
9,2022,2022-04-16,600022.SH,山东钢铁,4968,unknown,空仓观望,D,no_signal,0.2113,watch,1,weak_bull,1.0,0.3,0.0634,0.0634,-13.07,0.0,17.05
10,2024,2024-07-06,600022.SH,山东钢铁,4968,unknown,空仓观望,D,no_signal,0.1016,none,0,weak_bull,1.0,0.3,0.0305,0.0305,17.89,43.9,4.07
1,2012,2012-04-05,600029.SH,南方航空,5429,markdown,空仓观望,C,markdown,0.15,none,0,weak_bull,1.0,1.0,0.15,0.15,-23.7,11.52,28.91
2,2013,2013-07-12,600029.SH,南方航空,5429,markdown,空仓观望,C,markdown,0.1854,none,0,weak_bull,1.0,1.0,0.1854,0.1854,-5.8,17.03,7.97
3,2015,2015-11-24,600029.SH,南方航空,5429,unknown,空仓观望,D,no_signal,0.2025,watch,0,weak_bull,1.0,0.3,0.0608,0.0608,-17.19,8.01,34.49
4,2016,2016-06-25,600029.SH,南方航空,5429,unknown,空仓观望,D,no_signal,0.1118,none,0,weak_bull,1.0,0.3,0.0335,0.0335,-2.56,26.92,3.99
5,2017,2017-06-19,600029.SH,南方航空,5429,markup,持有观察,C,markup,0.0328,none,0,weak_bull,1.0,0.0,0.0,0.0,23.24,28.3,13.55
6,2018,2018-07-05,600029.SH,南方航空,5429,markdown,空仓观望,C,markdown,0.2083,watch,0,weak_bull,1.0,1.0,0.2083,0.2083,-15.09,3.96,29.41
7,2020,2020-05-11,600029.SH,南方航空,5429,unknown,空仓观望,D,no_signal,0.183,none,0,weak_bull,1.0,0.3,0.0549,0.0549,7.62,28.57,5.71
8,2021,2021-04-17,600029.SH,南方航空,5429,markup,持有观察,C,markup,0.1058,none,0,weak_bull,1.0,0.0,0.0,0.0,-6.0,3.51,25.48
9,2022,2022-04-16,600029.SH,南方航空,5429,unknown,空仓观望,D,no_signal,0.2174,watch,0,weak_bull,1.0,0.3,0.0652,0.0652,-7.3,9.49,19.12
10,2024,2024-07-06,600029.SH,南方航空,5429,accumulation,空仓观望,C,sos_candidate,0.1637,none,0,weak_bull,1.0,0.5,0.0819,0.0819,11.7,28.92,10.84
1,2012,2012-04-05,600035.SH,楚天高速,5159,accumulation,观察等待,C,spring,0.1853,none,0,weak_bull,1.0,0.5,0.0926,0.0926,-18.45,8.63,18.75
2,2013,2013-07-12,600035.SH,楚天高速,5159,unknown,空仓观望,D,no_signal,0.1375,none,0,weak_bull,1.0,0.3,0.0412,0.0412,-6.33,14.56,9.49
3,2015,2015-11-24,600035.SH,楚天高速,5159,markup,持有观察,C,markup,0.2096,watch,0,weak_bull,1.0,0.0,0.0,0.0,5.59,33.14,10.21
4,2016,2016-06-25,600035.SH,楚天高速,5159,unknown,空仓观望,D,no_signal,0.2421,watch,0,weak_bull,1.0,0.3,0.0726,0.0726,18.45,23.69,0.58
5,2017,2017-06-19,600035.SH,楚天高速,5159,accumulation,观察等待,C,spring,0.1075,none,0,weak_bull,1.0,0.5,0.0538,0.0538,-5.88,8.91,14.44
6,2018,2018-07-05,600035.SH,楚天高速,5159,markdown,空仓观望,C,markdown,0.1531,none,0,weak_bull,1.0,1.0,0.1531,0.1531,-2.32,11.26,9.6
7,2020,2020-05-11,600035.SH,楚天高速,5159,markdown,空仓观望,B,markdown,0.171,none,0,weak_bull,1.0,1.0,0.171,0.171,-8.2,4.73,11.36
8,2021,2021-04-17,600035.SH,楚天高速,5159,accumulation,空仓观望,C,sos_candidate,0.1342,none,0,weak_bull,1.0,0.5,0.0671,0.0671,9.31,21.72,7.93
9,2022,2022-04-16,600035.SH,楚天高速,5159,markup,持有观察,C,markup,0.0665,none,0,weak_bull,1.0,0.0,0.0,0.0,-3.88,16.72,11.94
10,2024,2024-07-06,600035.SH,楚天高速,5159,unknown,空仓观望,D,no_signal,0.0852,none,0,weak_bull,1.0,0.3,0.0256,0.0256,5.02,11.42,17.58
1,2012,2012-04-05,600033.SH,福建高速,6077,accumulation,观察等待,C,spring,0.134,none,0,weak_bull,1.0,0.5,0.067,0.067,-15.23,9.88,15.64
2,2013,2013-07-12,600033.SH,福建高速,6077,markdown,空仓观望,C,markdown,0.1071,none,0,weak_bull,1.0,1.0,0.1071,0.1071,8.33,20.83,3.12
3,2015,2015-11-24,600033.SH,福建高速,6077,markup,持有观察,C,markup,0.1544,none,0,weak_bull,1.0,0.0,0.0,0.0,-25.12,3.99,27.23
4,2016,2016-06-25,600033.SH,福建高速,6077,accumulation,观察等待,C,spring,0.376,watch,1,weak_bull,1.0,0.5,0.188,0.188,9.24,17.83,0.64
5,2017,2017-06-19,600033.SH,福建高速,6077,markup,持有观察,C,markup,0.1175,none,0,weak_bull,1.0,0.0,0.0,0.0,-6.55,10.83,9.32
6,2018,2018-07-05,600033.SH,福建高速,6077,markdown,空仓观望,C,markdown,0.1312,none,0,weak_bull,1.0,1.0,0.1312,0.1312,-1.66,8.28,12.91
7,2020,2020-05-11,600033.SH,福建高速,6077,accumulation,观察等待,C,spring,0.2124,watch,0,weak_bull,1.0,0.5,0.1062,0.1062,-3.62,4.35,5.07
8,2021,2021-04-17,600033.SH,福建高速,6077,accumulation,空仓观望,C,sos_candidate,0.0837,none,0,weak_bull,1.0,0.5,0.0418,0.0418,4.46,14.13,7.06
9,2022,2022-04-16,600033.SH,福建高速,6077,markup,持有观察,C,markup,0.0439,none,0,weak_bull,1.0,0.0,0.0,0.0,-7.07,12.12,11.11
10,2024,2024-07-06,600033.SH,福建高速,6077,distribution,空仓观望,D,distribution,-0.0688,none,0,weak_bull,1.0,0.0,-0.0,-0.0,10.86,18.0,9.71
1,2012,2012-04-05,600036.SH,招商银行,5770,markdown,空仓观望,B,markdown,0.1016,none,0,weak_bull,1.0,1.0,0.1016,0.1016,-17.65,6.0,19.43
2,2013,2013-07-12,600036.SH,招商银行,5770,unknown,空仓观望,D,no_signal,0.1612,none,0,weak_bull,1.0,0.3,0.0484,0.0484,-9.21,4.91,13.17
3,2015,2015-11-24,600036.SH,招商银行,5770,unknown,空仓观望,D,no_signal,0.1347,none,0,weak_bull,1.0,0.3,0.0404,0.0404,0.0,4.64,21.48
4,2016,2016-06-25,600036.SH,招商银行,5770,distribution,空仓观望,C,distribution,0.1752,none,0,weak_bull,1.0,0.0,0.0,0.0,3.13,13.91,2.09
5,2017,2017-06-19,600036.SH,招商银行,5770,unknown,空仓观望,D,no_signal,0.0486,none,0,weak_bull,1.0,0.3,0.0146,0.0146,36.72,49.62,1.51
6,2018,2018-07-05,600036.SH,招商银行,5770,markdown,空仓观望,C,markdown,0.2262,watch,0,weak_bull,1.0,1.0,0.2262,0.2262,-0.94,22.29,2.63
7,2020,2020-05-11,600036.SH,招商银行,5770,markup,持有观察,C,markup,0.0208,none,0,weak_bull,1.0,0.0,0.0,0.0,22.4,25.03,5.89
8,2021,2021-04-17,600036.SH,招商银行,5770,distribution,空仓观望,B,distribution,0.118,none,0,weak_bull,1.0,0.0,0.0,0.0,4.26,18.46,9.11
9,2022,2022-04-16,600036.SH,招商银行,5770,unknown,空仓观望,D,no_signal,0.2059,watch,0,weak_bull,1.0,0.3,0.0618,0.0618,-33.63,-1.86,36.58
10,2024,2024-07-06,600036.SH,招商银行,5770,accumulation,观察等待,C,spring,0.1887,none,0,weak_bull,1.0,0.5,0.0944,0.0944,16.0,22.11,11.66
1,2012,2012-04-05,600038.SH,中直股份,5986,unknown,空仓观望,D,no_signal,0.2287,watch,0,weak_bull,1.0,0.3,0.0686,0.0686,-10.15,20.99,21.05
2,2013,2013-07-12,600038.SH,中直股份,5986,markdown,空仓观望,D,markdown,0.164,none,1,weak_bull,1.0,1.0,0.164,0.164,17.18,37.02,3.52
3,2015,2015-11-24,600038.SH,中直股份,5986,markup,持有观察,C,markup,0.1655,none,0,weak_bull,1.0,0.0,0.0,0.0,-35.86,7.4,40.54
4,2016,2016-06-25,600038.SH,中直股份,5986,unknown,空仓观望,D,no_signal,0.3635,watch,1,weak_bull,1.0,0.3,0.109,0.109,19.55,28.89,-0.08
5,2017,2017-06-19,600038.SH,中直股份,5986,unknown,空仓观望,D,no_signal,0.1152,none,0,weak_bull,1.0,0.3,0.0346,0.0346,3.75,13.12,10.06
6,2018,2018-07-05,600038.SH,中直股份,5986,markdown,空仓观望,C,markdown,0.2819,watch,1,weak_bull,1.0,1.0,0.2819,0.2819,-2.17,9.87,14.56
7,2020,2020-05-11,600038.SH,中直股份,5986,markup,持有观察,C,markup,0.2116,watch,1,weak_bull,1.0,0.0,0.0,0.0,18.86,61.08,8.86
8,2021,2021-04-17,600038.SH,中直股份,5986,unknown,空仓观望,D,no_signal,0.1837,none,0,weak_bull,1.0,0.3,0.0551,0.0551,11.72,36.55,8.45
9,2022,2022-04-16,600038.SH,中直股份,5986,markdown,空仓观望,C,markdown,0.1422,none,0,weak_bull,1.0,1.0,0.1422,0.1422,-11.86,15.76,25.88
10,2024,2024-07-06,600038.SH,中直股份,5986,markdown,空仓观望,B,markdown,0.1468,none,0,weak_bull,1.0,1.0,0.1468,0.1468,-2.53,15.98,12.84
1,2012,2012-04-05,600039.SH,四川路桥,5466,markup,持有观察,C,markup,0.1793,none,0,weak_bull,1.0,0.0,0.0,0.0,-41.46,13.15,57.16
2,2013,2013-07-12,600039.SH,四川路桥,5466,markdown,空仓观望,C,markdown,0.1171,none,0,weak_bull,1.0,1.0,0.1171,0.1171,0.0,25.09,6.36
3,2015,2015-11-24,600039.SH,四川路桥,5466,markup,持有观察,C,markup,0.1677,none,0,weak_bull,1.0,0.0,0.0,0.0,-25.53,6.19,30.17
4,2016,2016-06-25,600039.SH,四川路桥,5466,accumulation,观察等待,C,spring,0.2771,watch,0,weak_bull,1.0,0.5,0.1386,0.1386,20.0,42.6,2.08
5,2017,2017-06-19,600039.SH,四川路桥,5466,unknown,空仓观望,D,no_signal,0.14,none,0,weak_bull,1.0,0.3,0.042,0.042,-1.69,21.01,4.59
6,2018,2018-07-05,600039.SH,四川路桥,5466,markdown,空仓观望,C,markdown,0.14,none,0,weak_bull,1.0,1.0,0.14,0.14,4.79,33.23,2.56
7,2020,2020-05-11,600039.SH,四川路桥,5466,markup,持有观察,D,markup,0.183,none,0,weak_bull,1.0,0.0,0.0,0.0,28.43,29.95,4.06
8,2021,2021-04-17,600039.SH,四川路桥,5466,markup,持有观察,C,markup,0.101,none,0,weak_bull,1.0,0.0,0.0,0.0,65.69,80.0,15.33
9,2022,2022-04-16,600039.SH,四川路桥,5466,markdown,空仓观望,C,markdown,0.2417,watch,0,weak_bull,1.0,1.0,0.2417,0.2417,2.59,17.95,13.66
10,2024,2024-07-06,600039.SH,四川路桥,5466,unknown,空仓观望,D,no_signal,0.1949,none,0,weak_bull,1.0,0.3,0.0585,0.0585,-6.55,17.07,33.38
1,2012,2012-04-05,600037.SH,歌华有线,6047,unknown,空仓观望,D,no_signal,0.1658,none,0,weak_bull,1.0,0.3,0.0497,0.0497,-24.79,6.01,25.15
2,2013,2013-07-12,600037.SH,歌华有线,6047,markdown,空仓观望,D,markdown,0.2699,watch,1,weak_bull,1.0,1.0,0.2699,0.2699,12.86,61.26,-0.31
3,2015,2015-11-24,600037.SH,歌华有线,6047,markup,持有观察,C,markup,0.227,watch,0,weak_bull,1.0,0.0,0.0,0.0,-41.22,6.74,46.49
4,2016,2016-06-25,600037.SH,歌华有线,6047,markdown,空仓观望,C,markdown,0.3149,watch,1,weak_bull,1.0,1.0,0.3149,0.3149,4.14,28.99,0.97
5,2017,2017-06-19,600037.SH,歌华有线,6047,unknown,空仓观望,D,no_signal,0.2275,watch,0,weak_bull,1.0,0.3,0.0682,0.0682,-5.52,8.07,8.9
6,2018,2018-07-05,600037.SH,歌华有线,6047,markdown,空仓观望,C,markdown,0.1772,none,0,weak_bull,1.0,1.0,0.1772,0.1772,-14.78,5.16,20.04
7,2020,2020-05-11,600037.SH,歌华有线,6047,unknown,空仓观望,D,no_signal,0.1861,none,0,weak_bull,1.0,0.3,0.0558,0.0558,12.23,83.66,0.43
8,2021,2021-04-17,600037.SH,歌华有线,6047,markup,持有观察,C,markup,0.082,none,0,weak_bull,1.0,0.0,0.0,0.0,-20.14,18.4,20.65
9,2022,2022-04-16,600037.SH,歌华有线,6047,unknown,空仓观望,D,no_signal,0.0638,none,0,weak_bull,1.0,0.3,0.0191,0.0191,-12.64,18.22,16.74
10,2024,2024-07-06,600037.SH,歌华有线,6047,markdown,空仓观望,C,markdown,0.247,watch,0,weak_bull,1.0,1.0,0.247,0.247,23.71,37.31,7.96
1,2012,2012-04-05,600052.SH,东望时代,6716,markup,持有观察,C,markup,0.1143,none,0,weak_bull,1.0,0.0,0.0,0.0,-22.91,55.61,23.15
2,2013,2013-07-12,600052.SH,东望时代,6716,markdown,空仓观望,C,markdown,0.0572,none,0,weak_bull,1.0,1.0,0.0572,0.0572,3.93,30.16,5.25
3,2015,2015-11-24,600052.SH,东望时代,6716,unknown,空仓观望,D,no_signal,0.1596,none,0,weak_bull,1.0,0.3,0.0479,0.0479,-12.24,23.61,33.25
4,2016,2016-06-25,600052.SH,东望时代,6716,markdown,空仓观望,D,markdown,0.3074,watch,0,weak_bull,1.0,1.0,0.3074,0.3074,8.37,27.17,1.74
5,2017,2017-06-19,600052.SH,东望时代,6716,markdown,空仓观望,C,markdown,0.1117,none,0,weak_bull,1.0,1.0,0.1117,0.1117,-27.17,4.24,30.06
6,2018,2018-07-05,600052.SH,东望时代,6716,unknown,空仓观望,D,no_signal,0.1976,none,0,weak_bull,1.0,0.3,0.0593,0.0593,-19.3,9.92,31.9
7,2020,2020-05-11,600052.SH,东望时代,6716,markdown,空仓观望,B,markdown,0.1017,none,0,weak_bull,1.0,1.0,0.1017,0.1017,-12.57,21.31,17.21
8,2021,2021-04-17,600052.SH,东望时代,6716,markup,持有观察,C,markup,0.1245,none,0,weak_bull,1.0,0.0,0.0,0.0,9.47,35.1,14.48
9,2022,2022-04-16,600052.SH,东望时代,6716,markdown,空仓观望,C,markdown,0.2169,watch,0,weak_bull,1.0,1.0,0.2169,0.2169,26.62,45.77,24.13
10,2024,2024-07-06,600052.SH,东望时代,6716,unknown,空仓观望,D,no_signal,0.1606,none,1,weak_bull,1.0,0.3,0.0482,0.0482,6.1,27.93,22.3
1,2012,2012-04-05,600051.SH,宁波联合,6835,markdown,空仓观望,C,markdown,0.212,watch,0,weak_bull,1.0,1.0,0.212,0.212,-28.98,13.06,29.41
2,2013,2013-07-12,600051.SH,宁波联合,6835,markdown,空仓观望,D,markdown,0.0968,none,0,weak_bull,1.0,1.0,0.0968,0.0968,28.24,56.49,2.46
3,2015,2015-11-24,600051.SH,宁波联合,6835,markup,持有观察,C,markup,0.1513,none,0,weak_bull,1.0,0.0,0.0,0.0,-25.14,12.82,31.27
4,2016,2016-06-25,600051.SH,宁波联合,6835,unknown,空仓观望,D,no_signal,0.4117,warning,1,weak_bull,1.0,0.3,0.1235,0.1235,40.24,43.7,1.93
