symbol,symbol_name,fast_ma,slow_ma,atr_config,cooldown_days,total_return,benchmark_return,annualized_return,annualized_benchmark,annualized_excess_return,max_drawdown,trade_count,holding_ratio,eligible
000001.SH,上证综指,10,30,高波,120,0.07847793204454301,0.28973705804231975,0.013044719016912065,0.04461427037618493,-0.03156955135927286,-0.18971656852781116,2,0.8141592920353983,False
399001.SZ,深证成指,10,30,高波,120,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
399006.SZ,创业板指,10,30,高波,120,-0.037085783921050886,0.5029503771193011,-0.006461890462488462,0.07239311275556881,-0.07885500321805727,-0.039720140895999956,2,0.08236895847515316,False
000016.SH,上证50,10,30,高波,120,0.04870515666620312,-0.043010897758050226,0.008191411903708978,-0.007513324632236529,0.015704736535945507,-0.10235435738212717,7,0.4765146358066712,True
000300.SH,沪深300,10,30,高波,120,0.10782623799189994,0.08796885835723467,0.01772138578849547,0.014568516085060601,0.0031528697034348685,-0.06395639862619173,2,0.22940776038121172,False
000905.SH,中证500,10,30,高波,120,0.16207495072044797,0.34243545124274366,0.026102174711682302,0.051815362855263114,-0.025713188143580812,-0.10217491407193213,1,0.23008849557522124,False
000852.SH,中证1000,10,30,高波,120,0.0,0.23020960052344552,0.0,0.03618068123075746,-0.03618068123075746,0.0,0,0.0,False
932000.SH,中证2000,10,30,高波,120,0.12324741731825184,0.5888259077982627,0.02013775503065851,0.08266398506961314,-0.06252623003895463,-0.1304932072299041,9,0.4792375765827093,False
000001.SH,上证综指,10,30,高波,250,0.06390919011985119,0.28973705804231975,0.010683905852785225,0.04461427037618493,-0.0339303645233997,-0.0366887828152076,1,0.2314499659632403,False
399001.SZ,深证成指,10,30,高波,250,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
399006.SZ,创业板指,10,30,高波,250,0.24192522231089986,0.5029503771193011,0.03786682184912715,0.07239311275556881,-0.03452629090644166,-0.19454727046190068,3,0.4846834581347856,False
000016.SH,上证50,10,30,高波,250,0.0580298579206473,-0.043010897758050226,0.009723590460751774,-0.007513324632236529,0.017236915092988303,-0.0952207416672669,3,0.4833219877467665,True
000300.SH,沪深300,10,30,高波,250,0.1420646119235487,0.08796885835723467,0.023049299405891954,0.014568516085060601,0.008480783320831353,-0.06296011831264403,2,0.3117767188563649,False
000905.SH,中证500,10,30,高波,250,0.0,0.34243545124274366,0.0,0.051815362855263114,-0.051815362855263114,0.0,0,0.0,False
000852.SH,中证1000,10,30,高波,250,0.0,0.23020960052344552,0.0,0.03618068123075746,-0.03618068123075746,0.0,0,0.0,False
932000.SH,中证2000,10,30,高波,250,0.004865260337699517,0.5888259077982627,0.0008329353490759139,0.08266398506961314,-0.08183104972053723,-0.09096305881006772,3,0.29407760381211706,False
000001.SH,上证综指,10,60,低波,30,0.019910673368597864,0.4159674962644584,0.0034345887873148406,0.062356150000821176,-0.058921561213506335,-0.23967827339670034,16,0.855072463768116,False
399001.SZ,深证成指,10,60,低波,30,0.0,0.3610504732391635,0.0,0.055072916515021664,-0.055072916515021664,0.0,0,0.0,False
399006.SZ,创业板指,10,60,低波,30,-0.0398773827320007,0.7286053695710322,-0.007052280586281268,0.09986253819763036,-0.10691481878391162,-0.2924220506486076,21,0.47619047619047616,False
000016.SH,上证50,10,60,低波,30,0.07267182532494942,0.04743393802467488,0.012275175847742181,0.008092271988211497,0.0041829038595306844,-0.18508526481179444,14,0.5562456866804693,True
000300.SH,沪深300,10,60,低波,30,-0.19075915092295193,0.21257830131260746,-0.03614094896165321,0.03408972949497402,-0.07023067845662723,-0.4016795051076111,8,0.6252587991718427,False
000905.SH,中证500,10,60,低波,30,-0.08897966094225152,0.5150870171371282,-0.016076340001886735,0.07493065450709246,-0.0910069945089792,-0.40629128381544044,7,0.6583850931677019,False
000852.SH,中证1000,10,60,低波,30,0.03211334951139988,0.406599093537094,0.005512266650225639,0.061130392469942674,-0.055618125819717035,-0.10342715550854653,1,0.07108350586611456,False
932000.SH,中证2000,10,60,低波,30,0.01375316777924751,0.7815764070414437,0.0023783806106749683,0.10565126134707659,-0.10327288073640162,-0.33360375361016503,25,0.7122153209109731,False
000001.SH,上证综指,10,60,低波,60,0.034511720725846295,0.4159674962644584,0.005918234915107012,0.062356150000821176,-0.05643791508571416,-0.17079324633276238,4,0.8957902001380262,False
399001.SZ,深证成指,10,60,低波,60,0.0,0.3610504732391635,0.0,0.055072916515021664,-0.055072916515021664,0.0,0,0.0,False
399006.SZ,创业板指,10,60,低波,60,0.08871217841819967,0.7286053695710322,0.014891619356975916,0.09986253819763036,-0.08497091884065444,-0.1321414345095525,10,0.3526570048309179,False
000016.SH,上证50,10,60,低波,60,0.08466023325285144,0.04743393802467488,0.014233702637153511,0.008092271988211497,0.0061414306489420145,-0.09307378177900605,7,0.47895100069013113,True
000300.SH,沪深300,10,60,低波,60,0.02474291763234726,0.21257830131260746,0.004259789666483771,0.03408972949497402,-0.02982993982849025,-0.20501064211361486,4,0.4251207729468599,False
